f/Hz,v_{ipp}/mV,v_{opp}/V,A_{v}
1k,108.0,3.68
500,108.0,3.68
250,108.0,3.52
100,108.0,3.12
50,108.0,2.400
75,108.0,2.800
70,108.0,2.72
65,108.0,2.64
64,108.0,2.64
63,108.0,2.64
62,108.0,2.56
61,108.0,2.56

10K,108.0,3.68
100K,108.0,3.76
500K,114.0,3.28
1M,112.0,2.64
900K,112.0,2.72
950K,112.0,2.64
975K,112.0,2.64
925K,112.0,2.72
